datetime,count
2011-01-24 09:00:00,133.1
2011-01-24 10:00:00,30.9
2011-01-24 11:00:00,31.1
2011-01-24 12:00:00,27.2
2011-01-24 13:00:00,25.3
2011-01-24 14:00:00,24.1
2011-01-24 15:00:00,35.2
2011-01-24 16:00:00,59.0
2011-01-24 17:00:00,141.5
2011-01-24 18:00:00,132.1
2011-01-24 19:00:00,104.5
2011-01-24 20:00:00,66.3
2011-01-24 21:00:00,50.2
2011-01-24 22:00:00,31.3
2011-01-24 23:00:00,22.2
2011-01-25 00:00:00,12.8
2011-01-25 01:00:00,6.3
2011-01-25 02:00:00,3.4
2011-01-25 04:00:00,2.4
2011-01-25 05:00:00,9.4
2011-01-25 06:00:00,30.3
2011-01-25 07:00:00,74.7
2011-01-25 08:00:00,184.0
2011-01-25 09:00:00,121.7
2011-01-25 10:00:00,45.6
2011-01-25 11:00:00,56.2
2011-01-25 12:00:00,81.4
2011-01-25 13:00:00,82.1
2011-01-25 14:00:00,68.6
2011-01-25 15:00:00,67.9
2011-01-25 16:00:00,95.6
2011-01-25 17:00:00,206.2
2011-01-25 18:00:00,175.1
2011-01-25 19:00:00,117.3
2011-01-25 20:00:00,70.4
2011-01-25 21:00:00,50.6
2011-01-25 22:00:00,42.3
2011-01-25 23:00:00,24.0
2011-01-26 00:00:00,12.3
2011-01-26 01:00:00,7.1
2011-01-26 02:00:00,3.5
2011-01-26 05:00:00,7.1
2011-01-26 06:00:00,27.2
2011-01-26 07:00:00,77.4
2011-01-26 08:00:00,157.9
2011-01-26 09:00:00,91.6
2011-01-26 10:00:00,35.3
2011-01-26 11:00:00,32.9
2011-01-26 12:00:00,30.4
2011-01-26 13:00:00,32.3
2011-01-26 14:00:00,32.9
2011-01-26 15:00:00,28.5
2011-01-26 16:00:00,57.6
2011-01-26 17:00:00,93.6
2011-01-27 16:00:00,69.1
2011-01-27 17:00:00,141.1
2011-01-27 18:00:00,133.9
2011-01-27 19:00:00,109.5
2011-01-27 20:00:00,64.6
2011-01-27 21:00:00,48.5
2011-01-27 22:00:00,34.4
2011-01-27 23:00:00,21.3
2011-01-28 00:00:00,12.3
2011-01-28 01:00:00,7.0
2011-01-28 02:00:00,3.2
2011-01-28 03:00:00,2.8
2011-01-28 05:00:00,7.6
2011-01-28 06:00:00,29.7
2011-01-28 07:00:00,80.2
2011-01-28 08:00:00,179.4
2011-01-28 09:00:00,92.5
2011-01-28 10:00:00,43.1
2011-01-28 11:00:00,44.4
2011-01-28 12:00:00,41.4
2011-01-28 13:00:00,41.0
2011-01-28 14:00:00,38.5
2011-01-28 15:00:00,30.2
2011-01-28 16:00:00,61.8
2011-01-28 17:00:00,144.2
2011-01-28 18:00:00,136.5
2011-01-28 19:00:00,112.0
2011-01-28 20:00:00,70.0
2011-01-28 21:00:00,47.6
2011-01-28 22:00:00,40.3
2011-01-28 23:00:00,23.7
2011-01-29 00:00:00,22.8
2011-01-29 01:00:00,19.9
2011-01-29 02:00:00,14.4
2011-01-29 03:00:00,15.6
2011-01-29 04:00:00,4.0
2011-01-29 06:00:00,5.2
2011-01-29 07:00:00,15.1
2011-01-29 08:00:00,21.8
2011-01-29 09:00:00,34.6
2011-01-29 10:00:00,56.9
2011-01-29 11:00:00,59.1
2011-01-29 12:00:00,68.1
2011-01-29 13:00:00,73.9
2011-01-29 14:00:00,70.4
2011-01-29 15:00:00,68.3
2011-01-29 16:00:00,87.1
2011-01-29 17:00:00,81.4
2011-01-29 18:00:00,72.0
2011-01-29 19:00:00,70.0
2011-01-29 20:00:00,45.4
2011-01-29 21:00:00,34.4
2011-01-29 22:00:00,26.0
2011-01-29 23:00:00,15.9
2011-01-30 00:00:00,24.6
2011-01-30 01:00:00,20.3
2011-01-30 02:00:00,14.7
2011-01-30 03:00:00,13.7
2011-01-30 04:00:00,5.7
2011-01-30 05:00:00,4.9
2011-01-30 07:00:00,9.9
2011-01-30 08:00:00,18.9
2011-01-30 09:00:00,28.5
2011-01-30 10:00:00,54.5
2011-01-30 11:00:00,56.7
2011-01-30 12:00:00,127.3
2011-01-30 13:00:00,85.5
2011-01-30 14:00:00,85.5
2011-01-30 15:00:00,111.2
2011-01-30 16:00:00,111.2
2011-01-30 17:00:00,71.2
2011-01-30 18:00:00,74.3
2011-01-30 19:00:00,62.3
2011-01-30 20:00:00,50.3
2011-01-30 21:00:00,42.8
2011-01-30 22:00:00,32.0
2011-01-30 23:00:00,15.5
2011-01-31 00:00:00,16.3
2011-01-31 01:00:00,6.4
2011-01-31 02:00:00,3.6
2011-01-31 03:00:00,2.7
2011-01-31 04:00:00,2.1
2011-01-31 05:00:00,7.4
2011-01-31 06:00:00,31.9
2011-01-31 07:00:00,78.3
2011-01-31 08:00:00,161.8
2011-01-31 09:00:00,115.3
2011-01-31 10:00:00,26.5
2011-01-31 11:00:00,24.8
2011-01-31 12:00:00,40.7
2011-01-31 13:00:00,37.0
2011-01-31 14:00:00,33.7
2011-01-31 15:00:00,24.6
2011-01-31 16:00:00,58.3
2011-01-31 17:00:00,140.9
2011-01-31 18:00:00,135.4
2011-01-31 19:00:00,135.3
2011-01-31 20:00:00,68.0
2011-01-31 21:00:00,40.9
2011-01-31 22:00:00,33.1
2011-01-31 23:00:00,20.6
2011-02-20 00:00:00,32.5
2011-02-20 01:00:00,25.8
2011-02-20 02:00:00,19.8
2011-02-20 03:00:00,9.3
2011-02-20 04:00:00,2.0
2011-02-20 06:00:00,5.5
2011-02-20 07:00:00,12.2
2011-02-20 08:00:00,32.3
2011-02-20 09:00:00,40.4
2011-02-20 10:00:00,100.9
2011-02-20 11:00:00,109.4
2011-02-20 12:00:00,131.9
2011-02-20 13:00:00,151.7
2011-02-20 14:00:00,137.4
2011-02-20 15:00:00,141.4
2011-02-20 16:00:00,133.8
2011-02-20 17:00:00,98.7
2011-02-20 18:00:00,78.3
2011-02-20 19:00:00,79.0
2011-02-20 20:00:00,69.8
2011-02-20 21:00:00,68.6
2011-02-20 22:00:00,50.0
2011-02-20 23:00:00,39.9
2011-02-21 00:00:00,38.5
2011-02-21 01:00:00,31.8
2011-02-21 02:00:00,20.1
2011-02-21 03:00:00,4.3
2011-02-21 04:00:00,4.1
2011-02-21 05:00:00,5.6
2011-02-21 06:00:00,8.9
2011-02-21 07:00:00,94.8
2011-02-21 08:00:00,89.0
2011-02-21 09:00:00,64.0
2011-02-21 10:00:00,104.7
2011-02-21 11:00:00,122.1
2011-02-21 12:00:00,110.1
2011-02-21 13:00:00,104.2
2011-02-21 14:00:00,127.3
2011-02-21 15:00:00,114.4
2011-02-21 16:00:00,89.2
2011-02-21 17:00:00,81.3
2011-02-21 18:00:00,83.6
2011-02-21 19:00:00,75.6
2011-02-21 20:00:00,32.4
2011-02-21 21:00:00,27.8
2011-02-21 22:00:00,20.7
2011-02-21 23:00:00,19.3
2011-02-22 06:00:00,29.3
2011-02-22 07:00:00,90.4
2011-02-22 08:00:00,211.2
2011-02-22 09:00:00,132.4
2011-02-22 10:00:00,38.8
2011-02-22 11:00:00,44.9
2011-02-22 12:00:00,45.9
2011-02-22 13:00:00,54.4
2011-02-22 14:00:00,52.5
2011-02-22 15:00:00,68.2
2011-02-22 16:00:00,72.8
2011-02-22 17:00:00,141.4
2011-02-22 18:00:00,135.9
2011-02-22 19:00:00,111.6
2011-02-22 20:00:00,69.7
2011-02-22 21:00:00,57.5
2011-02-22 22:00:00,32.4
2011-02-22 23:00:00,28.7
2011-02-23 00:00:00,18.4
2011-02-23 01:00:00,8.2
2011-02-23 02:00:00,3.4
2011-02-23 03:00:00,1.3
2011-02-23 05:00:00,8.8
2011-02-23 06:00:00,30.3
2011-02-23 07:00:00,97.2
2011-02-23 08:00:00,209.5
2011-02-23 09:00:00,131.7
2011-02-23 10:00:00,52.0
2011-02-23 11:00:00,72.9
2011-02-23 12:00:00,87.6
2011-02-23 13:00:00,72.8
2011-02-23 14:00:00,88.3
2011-02-23 15:00:00,75.4
2011-02-23 16:00:00,93.4
2011-02-23 17:00:00,219.8
2011-02-23 18:00:00,210.3
2011-02-23 19:00:00,138.3
2011-02-23 20:00:00,67.0
2011-02-23 21:00:00,65.2
2011-02-23 22:00:00,43.5
2011-02-23 23:00:00,32.3
2011-02-24 00:00:00,16.4
2011-02-24 01:00:00,7.0
2011-02-24 02:00:00,3.6
2011-02-24 03:00:00,2.3
2011-02-24 05:00:00,9.1
2011-02-24 06:00:00,33.5
2011-02-24 07:00:00,98.9
2011-02-24 08:00:00,241.2
2011-02-24 09:00:00,132.5
2011-02-24 10:00:00,62.6
2011-02-24 11:00:00,80.7
2011-02-24 12:00:00,92.4
2011-02-24 13:00:00,100.0
2011-02-24 14:00:00,90.2
2011-02-24 15:00:00,76.0
2011-02-24 16:00:00,86.9
2011-02-24 17:00:00,195.0
2011-02-24 18:00:00,154.3
2011-02-24 19:00:00,86.1
2011-02-24 20:00:00,77.4
2011-02-24 21:00:00,68.2
2011-02-24 22:00:00,38.6
2011-02-24 23:00:00,27.4
2011-02-25 00:00:00,12.2
2011-02-25 01:00:00,6.9
2011-02-25 02:00:00,8.1
2011-02-25 03:00:00,2.7
2011-02-25 05:00:00,7.7
2011-02-25 06:00:00,27.5
2011-02-25 07:00:00,80.0
2011-02-25 08:00:00,150.6
2011-02-25 09:00:00,104.0
2011-02-25 10:00:00,74.5
2011-02-25 11:00:00,80.0
2011-02-25 12:00:00,127.3
2011-02-25 13:00:00,127.3
2011-02-25 14:00:00,145.5
2011-02-25 15:00:00,147.3
2011-02-25 16:00:00,123.3
2011-02-25 17:00:00,178.0
2011-02-25 18:00:00,161.8
2011-02-25 19:00:00,125.2
2011-02-25 20:00:00,66.1
2011-02-25 21:00:00,62.3
2011-02-25 22:00:00,38.2
2011-02-25 23:00:00,29.5
2011-02-26 00:00:00,30.7
2011-02-26 01:00:00,20.6
2011-02-26 02:00:00,17.6
2011-02-26 03:00:00,15.3
2011-02-26 04:00:00,3.3
2011-02-26 05:00:00,2.9
2011-02-26 06:00:00,4.5
2011-02-26 07:00:00,11.0
2011-02-26 08:00:00,30.6
2011-02-26 09:00:00,41.7
2011-02-26 10:00:00,109.4
2011-02-26 11:00:00,127.5
2011-02-26 12:00:00,132.0
2011-02-26 13:00:00,146.7
2011-02-26 14:00:00,124.6
2011-02-26 15:00:00,137.9
2011-02-26 16:00:00,135.4
2011-02-26 17:00:00,96.3
2011-02-26 18:00:00,74.5
2011-02-26 19:00:00,64.8
2011-02-26 20:00:00,57.6
2011-02-26 21:00:00,37.3
2011-02-26 22:00:00,41.0
2011-02-26 23:00:00,36.3
2011-02-27 00:00:00,30.6
2011-02-27 01:00:00,21.8
2011-02-27 02:00:00,21.2
2011-02-27 03:00:00,16.9
2011-02-27 04:00:00,4.9
2011-02-27 06:00:00,4.7
2011-02-27 07:00:00,14.5
2011-02-27 08:00:00,39.5
2011-02-27 09:00:00,61.5
2011-02-27 10:00:00,103.7
2011-02-27 11:00:00,112.7
2011-02-27 12:00:00,152.0
2011-02-27 13:00:00,149.4
2011-02-27 14:00:00,135.4
2011-02-27 15:00:00,191.6
2011-02-27 16:00:00,235.5
2011-02-27 17:00:00,126.8
2011-02-27 18:00:00,92.3
2011-02-27 19:00:00,82.4
2011-02-27 20:00:00,83.8
2011-02-27 21:00:00,87.6
2011-02-27 22:00:00,71.3
2011-02-27 23:00:00,48.5
2011-02-28 00:00:00,21.3
2011-02-28 01:00:00,9.2
2011-02-28 03:00:00,2.1
2011-02-28 05:00:00,8.1
2011-02-28 06:00:00,34.3
2011-02-28 07:00:00,123.1
2011-02-28 08:00:00,235.6
2011-02-28 09:00:00,163.4
2011-02-28 10:00:00,77.2
2011-02-28 11:00:00,123.2
2011-02-28 12:00:00,135.2
2011-02-28 13:00:00,73.4
2011-02-28 14:00:00,74.3
2011-02-28 15:00:00,74.3
2011-02-28 16:00:00,103.2
2011-02-28 17:00:00,132.8
2011-02-28 18:00:00,131.3
2011-02-28 19:00:00,103.1
2011-02-28 20:00:00,94.9
2011-02-28 21:00:00,76.1
2011-02-28 22:00:00,39.6
2011-02-28 23:00:00,29.0
2011-03-20 00:00:00,37.7
2011-03-20 01:00:00,26.2
2011-03-20 02:00:00,15.4
2011-03-20 03:00:00,16.4
2011-03-20 04:00:00,3.8
2011-03-20 05:00:00,4.2
2011-03-20 06:00:00,5.0
2011-03-20 07:00:00,15.5
2011-03-20 08:00:00,46.4
2011-03-20 09:00:00,63.8
2011-03-20 10:00:00,117.0
2011-03-20 11:00:00,142.7
2011-03-20 12:00:00,160.5
2011-03-20 13:00:00,156.6
2011-03-20 14:00:00,158.3
2011-03-20 15:00:00,164.8
2011-03-20 16:00:00,176.1
2011-03-20 17:00:00,128.3
2011-03-20 18:00:00,123.7
2011-03-20 19:00:00,89.3
2011-03-20 20:00:00,93.8
2011-03-20 21:00:00,82.6
2011-03-20 22:00:00,56.9
2011-03-20 23:00:00,38.0
2011-03-21 00:00:00,19.2
2011-03-21 01:00:00,9.5
2011-03-21 02:00:00,8.2
2011-03-21 03:00:00,3.8
2011-03-21 05:00:00,9.4
2011-03-21 06:00:00,41.9
2011-03-21 07:00:00,86.4
2011-03-21 08:00:00,230.1
2011-03-21 09:00:00,144.4
2011-03-21 10:00:00,82.7
2011-03-21 11:00:00,98.0
2011-03-21 12:00:00,123.4
2011-03-21 13:00:00,138.1
2011-03-21 14:00:00,115.0
2011-03-21 15:00:00,150.5
2011-03-21 16:00:00,144.5
2011-03-21 17:00:00,336.9
2011-03-21 18:00:00,308.9
2011-03-21 19:00:00,255.0
2011-03-21 20:00:00,184.1
2011-03-21 21:00:00,135.1
2011-03-21 22:00:00,90.8
2011-03-21 23:00:00,55.1
2011-03-22 00:00:00,29.8
2011-03-22 01:00:00,9.0
2011-03-22 02:00:00,11.1
2011-03-22 03:00:00,4.3
2011-03-22 04:00:00,4.7
2011-03-22 05:00:00,10.2
2011-03-22 06:00:00,43.7
2011-03-22 07:00:00,139.5
2011-03-22 08:00:00,275.8
2011-03-22 09:00:00,139.9
2011-03-22 10:00:00,126.7
2011-03-22 11:00:00,137.6
2011-03-22 12:00:00,163.9
2011-03-22 13:00:00,134.0
2011-03-22 14:00:00,131.5
2011-03-22 15:00:00,137.9
2011-03-22 16:00:00,138.5
2011-03-22 17:00:00,295.8
2011-03-22 18:00:00,265.9
2011-03-22 19:00:00,164.5
2011-03-22 20:00:00,124.0
2011-03-22 21:00:00,104.8
2011-03-22 22:00:00,78.6
2011-03-22 23:00:00,54.7
2011-03-23 00:00:00,23.8
2011-03-23 01:00:00,7.4
2011-03-23 02:00:00,8.7
2011-03-23 03:00:00,3.8
2011-03-23 05:00:00,7.8
2011-03-23 06:00:00,43.6
2011-03-23 07:00:00,126.9
2011-03-23 08:00:00,240.9
2011-03-23 09:00:00,148.1
2011-03-23 10:00:00,84.8
2011-03-23 11:00:00,81.7
2011-03-23 12:00:00,72.2
2011-03-23 13:00:00,60.9
2011-03-23 14:00:00,75.6
2011-03-23 15:00:00,91.4
2011-03-23 16:00:00,134.7
2011-03-23 17:00:00,248.0
2011-03-23 18:00:00,181.3
2011-03-23 19:00:00,118.8
2011-03-23 20:00:00,67.4
2011-03-23 21:00:00,57.3
2011-03-23 22:00:00,50.8
2011-03-23 23:00:00,29.1
2011-03-24 00:00:00,13.4
2011-03-24 01:00:00,6.1
2011-03-24 02:00:00,10.6
2011-03-24 03:00:00,2.4
2011-03-24 04:00:00,1.7
2011-03-24 05:00:00,8.8
2011-03-24 06:00:00,42.2
2011-03-24 07:00:00,88.9
2011-03-24 08:00:00,155.8
2011-03-24 09:00:00,131.7
2011-03-24 10:00:00,54.0
2011-03-24 11:00:00,78.8
2011-03-24 12:00:00,81.2
2011-03-24 13:00:00,86.8
2011-03-24 14:00:00,90.3
2011-03-24 15:00:00,83.5
2011-03-24 16:00:00,113.6
2011-03-24 17:00:00,188.4
2011-03-24 18:00:00,175.4
2011-03-24 19:00:00,122.9
2011-03-24 20:00:00,68.5
2011-03-24 21:00:00,59.5
2011-03-24 22:00:00,51.7
2011-03-24 23:00:00,38.0
2011-03-25 00:00:00,18.1
2011-03-25 01:00:00,6.0
2011-03-25 02:00:00,5.0
2011-03-25 03:00:00,2.2
2011-03-25 04:00:00,3.0
2011-03-25 05:00:00,10.9
2011-03-25 06:00:00,41.0
2011-03-25 07:00:00,121.6
2011-03-25 08:00:00,235.3
2011-03-25 09:00:00,130.4
2011-03-25 10:00:00,68.6
2011-03-25 11:00:00,78.3
2011-03-25 12:00:00,94.5
2011-03-25 13:00:00,92.4
2011-03-25 14:00:00,84.2
2011-03-25 15:00:00,90.9
2011-03-25 16:00:00,131.0
2011-03-25 17:00:00,209.6
2011-03-25 18:00:00,204.1
2011-03-25 19:00:00,147.3
2011-03-25 20:00:00,88.8
2011-03-25 21:00:00,68.9
2011-03-25 22:00:00,41.5
2011-03-25 23:00:00,31.4
2011-03-26 00:00:00,35.1
2011-03-26 01:00:00,32.8
2011-03-26 02:00:00,14.7
2011-03-26 03:00:00,15.7
2011-03-26 04:00:00,5.2
2011-03-26 05:00:00,6.6
2011-03-26 06:00:00,6.5
2011-03-26 07:00:00,23.1
2011-03-26 08:00:00,50.7
2011-03-26 09:00:00,68.7
2011-03-26 10:00:00,111.8
2011-03-26 11:00:00,117.8
2011-03-26 12:00:00,129.7
2011-03-26 13:00:00,119.1
2011-03-26 14:00:00,130.4
2011-03-26 15:00:00,148.3
2011-03-26 16:00:00,146.4
2011-03-26 17:00:00,138.3
2011-03-26 18:00:00,128.2
2011-03-26 19:00:00,95.6
2011-03-26 20:00:00,49.0
2011-03-26 21:00:00,48.5
2011-03-26 22:00:00,46.5
2011-03-26 23:00:00,30.7
2011-03-27 00:00:00,35.3
2011-03-27 01:00:00,19.6
2011-03-27 02:00:00,16.0
2011-03-27 03:00:00,17.4
2011-03-27 04:00:00,3.9
2011-03-27 06:00:00,5.0
2011-03-27 07:00:00,51.1
2011-03-27 08:00:00,60.1
2011-03-27 09:00:00,67.2
2011-03-27 10:00:00,86.7
2011-03-27 11:00:00,110.6
2011-03-27 12:00:00,100.8
2011-03-27 13:00:00,118.4
2011-03-27 14:00:00,130.2
2011-03-27 15:00:00,117.4
2011-03-27 16:00:00,146.2
2011-03-27 17:00:00,139.0
2011-03-27 18:00:00,124.6
2011-03-27 19:00:00,98.8
2011-03-27 20:00:00,49.0
2011-03-27 21:00:00,48.5
2011-03-27 22:00:00,47.9
2011-03-27 23:00:00,38.4
2011-03-28 00:00:00,18.1
2011-03-28 01:00:00,6.7
2011-03-28 02:00:00,4.3
2011-03-28 03:00:00,2.2
2011-03-28 05:00:00,10.1
2011-03-28 06:00:00,39.8
2011-03-28 07:00:00,123.1
2011-03-28 08:00:00,220.4
2011-03-28 09:00:00,129.1
2011-03-28 10:00:00,71.9
2011-03-28 11:00:00,72.3
2011-03-28 12:00:00,88.8
2011-03-28 13:00:00,84.3
2011-03-28 14:00:00,80.8
2011-03-28 15:00:00,88.6
2011-03-28 16:00:00,125.1
2011-03-28 17:00:00,240.4
2011-03-28 18:00:00,210.9
2011-03-28 19:00:00,150.4
2011-03-28 20:00:00,88.9
2011-03-28 21:00:00,72.6
2011-03-28 22:00:00,48.3
2011-03-28 23:00:00,37.2
2011-03-29 00:00:00,17.7
2011-03-29 01:00:00,4.7
2011-03-29 02:00:00,5.6
2011-03-29 03:00:00,4.3
2011-03-29 04:00:00,2.9
2011-03-29 05:00:00,10.4
2011-03-29 06:00:00,41.8
2011-03-29 07:00:00,130.4
2011-03-29 08:00:00,245.7
2011-03-29 09:00:00,134.1
2011-03-29 10:00:00,73.1
2011-03-29 11:00:00,85.9
2011-03-29 12:00:00,92.9
2011-03-29 13:00:00,86.5
2011-03-29 14:00:00,87.4
2011-03-29 15:00:00,96.7
2011-03-29 16:00:00,118.2
2011-03-29 17:00:00,259.5
2011-03-29 18:00:00,245.7
2011-03-29 19:00:00,156.3
2011-03-29 20:00:00,95.6
2011-03-29 21:00:00,81.3
2011-03-29 22:00:00,54.6
2011-03-29 23:00:00,38.6
2011-03-30 00:00:00,19.9
2011-03-30 01:00:00,9.8
2011-03-30 02:00:00,6.7
2011-03-30 03:00:00,2.7
2011-03-30 04:00:00,4.0
2011-03-30 05:00:00,7.7
2011-03-30 06:00:00,42.5
2011-03-30 07:00:00,152.4
2011-03-30 08:00:00,258.2
2011-03-30 09:00:00,144.3
2011-03-30 10:00:00,83.5
2011-03-30 11:00:00,85.3
2011-03-30 12:00:00,101.7
2011-03-30 13:00:00,92.9
2011-03-30 14:00:00,90.1
2011-03-30 15:00:00,54.4
2011-03-30 16:00:00,62.7
2011-03-30 17:00:00,101.1
2011-03-30 18:00:00,115.6
2011-03-30 19:00:00,74.8
2011-03-30 20:00:00,52.6
2011-03-30 21:00:00,56.2
2011-03-30 22:00:00,34.7
2011-03-30 23:00:00,21.2
2011-03-31 00:00:00,10.0
2011-03-31 01:00:00,7.1
2011-03-31 02:00:00,6.2
2011-03-31 03:00:00,2.0
2011-03-31 04:00:00,2.0
2011-03-31 05:00:00,9.5
2011-03-31 06:00:00,31.4
2011-03-31 07:00:00,89.1
2011-03-31 08:00:00,227.6
2011-03-31 09:00:00,88.4
2011-03-31 10:00:00,51.9
2011-03-31 11:00:00,66.4
2011-03-31 12:00:00,63.1
2011-03-31 13:00:00,60.9
2011-03-31 14:00:00,60.9
2011-03-31 15:00:00,47.9
2011-03-31 16:00:00,82.2
2011-03-31 17:00:00,146.7
2011-03-31 18:00:00,149.5
2011-03-31 19:00:00,131.1
2011-03-31 20:00:00,52.6
2011-03-31 21:00:00,63.1
2011-03-31 22:00:00,31.3
2011-03-31 23:00:00,30.6
2011-04-20 00:00:00,30.6
2011-04-20 01:00:00,9.0
2011-04-20 02:00:00,12.8
2011-04-20 03:00:00,3.3
2011-04-20 04:00:00,4.0
2011-04-20 05:00:00,14.5
2011-04-20 06:00:00,46.6
2011-04-20 07:00:00,121.4
2011-04-20 08:00:00,323.5
2011-04-20 09:00:00,165.0
2011-04-20 10:00:00,124.6
2011-04-20 11:00:00,124.3
2011-04-20 12:00:00,171.5
2011-04-20 13:00:00,171.5
2011-04-20 14:00:00,165.0
2011-04-20 15:00:00,162.2
2011-04-20 16:00:00,217.8
2011-04-20 17:00:00,369.2
2011-04-20 18:00:00,373.5
2011-04-20 19:00:00,283.7
2011-04-20 20:00:00,183.8
2011-04-20 21:00:00,149.4
2011-04-20 22:00:00,113.3
2011-04-20 23:00:00,91.9
2011-04-21 00:00:00,30.3
2011-04-21 01:00:00,14.8
2011-04-21 02:00:00,9.5
2011-04-21 03:00:00,5.6
2011-04-21 04:00:00,5.0
2011-04-21 05:00:00,12.9
2011-04-21 06:00:00,48.6
2011-04-21 07:00:00,128.5
2011-04-21 08:00:00,246.3
2011-04-21 09:00:00,121.3
2011-04-21 10:00:00,145.5
2011-04-21 11:00:00,137.9
2011-04-21 12:00:00,159.1
2011-04-21 13:00:00,194.7
2011-04-21 14:00:00,131.9
2011-04-21 15:00:00,131.8
2011-04-21 16:00:00,167.4
2011-04-21 17:00:00,323.2
2011-04-21 18:00:00,322.1
2011-04-21 19:00:00,235.4
2011-04-21 20:00:00,158.4
2011-04-21 21:00:00,123.7
2011-04-21 22:00:00,70.2
2011-04-21 23:00:00,41.3
2011-04-22 00:00:00,24.0
2011-04-22 01:00:00,15.9
2011-04-22 02:00:00,8.0
2011-04-22 03:00:00,3.8
2011-04-22 04:00:00,4.4
2011-04-22 05:00:00,9.5
2011-04-22 06:00:00,47.2
2011-04-22 07:00:00,120.9
2011-04-22 08:00:00,221.9
2011-04-22 09:00:00,93.4
2011-04-22 10:00:00,87.9
2011-04-22 11:00:00,106.4
2011-04-22 12:00:00,97.6
2011-04-22 13:00:00,69.2
2011-04-22 14:00:00,45.8
2011-04-22 15:00:00,74.9
2011-04-22 16:00:00,82.3
2011-04-22 17:00:00,101.9
2011-04-22 18:00:00,88.9
2011-04-22 19:00:00,78.0
2011-04-22 20:00:00,59.1
2011-04-22 21:00:00,57.0
2011-04-22 22:00:00,41.9
2011-04-22 23:00:00,31.6
2011-04-23 00:00:00,35.6
2011-04-23 01:00:00,28.4
2011-04-23 02:00:00,24.1
2011-04-23 03:00:00,15.9
2011-04-23 04:00:00,6.5
2011-04-23 05:00:00,7.4
